Links,subdir1,subdir2,subdir3,subdir4,subdir5,subdir6,subdir7,subdir8,subdir9,subdir10,subdir11
https://www.datacamp.com/courses/artificial-intelligence-ai-strategy,courses,artificial-intelligence-ai-strategy,,,,,,,,,
https://www.datacamp.com/courses/functions-for-manipulating-data-in-sql-server,courses,functions-for-manipulating-data-in-sql-server,,,,,,,,,
https://www.datacamp.com/courses/data-processing-in-shell,courses,data-processing-in-shell,,,,,,,,,
https://www.datacamp.com/courses/unit-testing-for-data-science-in-python,courses,unit-testing-for-data-science-in-python,,,,,,,,,
https://www.datacamp.com/courses/generative-ai-concepts,courses,generative-ai-concepts,,,,,,,,,
https://www.datacamp.com/courses/working-with-categorical-data-in-python,courses,working-with-categorical-data-in-python,,,,,,,,,
https://www.datacamp.com/courses/survival-analysis-in-python,courses,survival-analysis-in-python,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-mlflow,courses,introduction-to-mlflow,,,,,,,,,
https://www.datacamp.com/courses/case-study-analyzing-customer-churn-in-tableau,courses,case-study-analyzing-customer-churn-in-tableau,,,,,,,,,
https://www.datacamp.com/courses/intermediate-regression-with-statsmodels-in-python,courses,intermediate-regression-with-statsmodels-in-python,,,,,,,,,
https://www.datacamp.com/courses/bond-valuation-and-analysis-in-python,courses,bond-valuation-and-analysis-in-python,,,,,,,,,
https://www.datacamp.com/courses/data-driven-decision-making-for-business,courses,data-driven-decision-making-for-business,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-regression-with-statsmodels-in-python,courses,introduction-to-regression-with-statsmodels-in-python,,,,,,,,,
https://www.datacamp.com/courses/data-modeling-in-power-bi,courses,data-modeling-in-power-bi,,,,,,,,,
https://www.datacamp.com/courses/aws-cloud-concepts,courses,aws-cloud-concepts,,,,,,,,,
https://www.datacamp.com/courses/data-preparation-in-excel,courses,data-preparation-in-excel,,,,,,,,,
https://www.datacamp.com/courses/marketing-analytics-in-tableau,courses,marketing-analytics-in-tableau,,,,,,,,,
https://www.datacamp.com/courses/writing-functions-in-python,courses,writing-functions-in-python,,,,,,,,,
https://www.datacamp.com/courses/r-for-sas-users,courses,r-for-sas-users,,,,,,,,,
https://www.datacamp.com/courses/introduction-to-data-visualization-with-seaborn,courses,introduction-to-data-visualization-with-seaborn,,,,,,,,,
